asset_type,SYMBOL,SECURITY_NAME,SEDOL,ISIN,reference_price_date,reference_price,fund_price,price_difference
Equity,SPG,X_Simon Property Group,,,9/9/2022,99.04,115.48,16.44
Equity,VLO,X_Valero Energy,,,9/9/2022,109.81,116.37,6.56
Equity,COST,X_Costco,,,9/9/2022,532.56,537.36,4.8
Equity,K,X_Kellogg's,,,9/9/2022,70.22,67.4,-2.82
Equity,ANET,X_Arista Networks,,,9/9/2022,124.41,162.06,37.65
Equity,GRMN,X_Garmin,,,9/9/2022,88.12,104.29,16.17
Equity,MTB,X_M&T Bank,,,9/9/2022,182.78,123.76,-59.02
Equity,CMG,X_Chipotle Mexican Grill,,,9/9/2022,1723.32,2139.0,415.68
Equity,WRB,X_Berkley,,,9/9/2022,66.74,59.56,-7.18
Equity,VTRS,X_Viatris,,,9/9/2022,9.44,9.87,0.43
Equity,MCO,X_Moody's Corporation,,,9/9/2022,296.61,346.91,50.3
Equity,KMI,X_Kinder Morgan,,,9/9/2022,17.19,16.95,-0.24
Equity,ALLE,X_Allegion,,,9/9/2022,98.03,120.02,21.99
Equity,PPL,X_PPL Corporation,,,9/9/2022,29.09,26.46,-2.63
Equity,CFG,X_Citizens Financial Group,,,9/9/2022,36.53,25.74,-10.79
Equity,ABBV,X_AbbVie,,,9/9/2022,135.91,133.25,-2.66
Equity,MAS,X_Masco,,,9/9/2022,51.14,57.1,5.96
Equity,FOX,X_Fox Corporation (Class B),,,9/9/2022,31.73,31.89,0.16
Equity,CSX,X_CSX,,,9/9/2022,32.3,34.1,1.8
Equity,MKC,X_McCormick & Company,,,9/9/2022,78.39,86.83,8.44
Equity,QRVO,X_Qorvo,,,9/9/2022,93.53,102.03,8.5
Equity,HST,X_Host Hotels & Resorts,,,9/9/2022,17.67,16.83,-0.84
Equity,CDAY,X_Ceridian,,,9/9/2022,63.57,66.97,3.4
Equity,SEE,X_Sealed Air,,,9/9/2022,54.6,40.0,-14.6
Equity,MNST,X_Monster Beverage,,,9/9/2022,46.22,57.44,11.22
Equity,LNC,X_Lincoln Financial,,,9/9/2022,47.72,25.31,-22.41
Equity,LOW,X_Lowe's,,,9/9/2022,201.53,224.64,23.11
Equity,WAB,X_Wabtec,,,9/9/2022,90.64,109.51,18.87
Equity,EXPE,X_Expedia Group,,,9/9/2022,109.17,109.39,0.22
Equity,SHW,X_Sherwin-Williams,,,9/9/2022,237.94,264.93,26.99
Equity,GPC,X_Genuine Parts Company,,,9/9/2022,160.07,169.23,9.16
Equity,HWM,X_Howmet Aerospace,,,9/9/2022,36.27,49.52,13.25
Equity,VRSN,X_Verisign,,,9/9/2022,190.56,225.97,35.41
Equity,TGT,X_Target Corporation,,,9/9/2022,168.89,130.78,-38.11
Equity,HON,X_Honeywell,,,9/9/2022,187.73,206.37,18.64
Equity,DHI,X_D.R. Horton,,,9/9/2022,72.62,121.44,48.82
Equity,LHX,X_L3Harris,,,9/9/2022,232.14,195.77,-36.37
Equity,SJM,X_J.M. Smucker Company (The),,,9/9/2022,135.65,146.58,10.93
Equity,CMS,X_CMS Energy,,,9/9/2022,67.63,58.27,-9.36
Equity,ADI,X_Analog Devices,,,9/9/2022,152.06,194.81,42.75
Equity,CAH,X_Cardinal Health,,,9/9/2022,68.12,94.57,26.45
Equity,KO,X_Coca-Cola Company (The),,,9/9/2022,60.5,60.22,-0.28
Equity,OMC,X_Omnicom Group,,,9/9/2022,68.01,95.15,27.14
Equity,ATO,Atmos Energy,,,9/9/2022,115.13,112.69,-2.44
Equity,MKTX,MarketAxess,,,9/9/2022,263.28,316.76,53.48
Equity,CHD,Church & Dwight,,,9/9/2022,80.55,96.57,16.02
Equity,WYNN,Wynn Resorts,,,9/9/2022,62.47,113.72,51.25
Equity,GOOG,Alphabet Inc. (Class C),,,9/9/2022,111.78,108.22,-3.56
Equity,NVR,"NVR, Inc.",,,9/9/2022,4263.82,5840.0,1576.18
Equity,NEM,Newmont,,,9/9/2022,41.85,46.93,5.08
Equity,IT,Gartner,,,9/9/2022,306.14,302.46,-3.68
Equity,MA,Mastercard,,,9/9/2022,333.76,379.48,45.72
Equity,APH,Amphenol,,,9/9/2022,75.09,75.28,0.19
Equity,MOS,Mosaic Company (The),,,9/9/2022,55.24,42.59,-12.65
Equity,RTX,RTX Corporation,,,9/9/2022,85.92,98.6,12.68
Equity,LMT,Lockheed Martin,,,9/9/2022,413.51,461.34,47.83
Equity,COF,Capital One,,,9/9/2022,105.85,96.12,-9.73
Equity,ODFL,Old Dominion,,,9/9/2022,267.86,319.98,52.12
Equity,PXD,Pioneer Natural Resources,,,9/9/2022,224.13,214.03,-10.1
Equity,FITB,Fifth Third Bank,,,9/9/2022,34.16,25.87,-8.29
Equity,DHI,D.R. Horton,,,9/9/2022,72.62,109.34,36.72
Equity,ORCL,Oracle Corporation,,,9/9/2022,74.66,94.39,19.73
Equity,NSC,Norfolk Southern Railway,,,9/9/2022,244.04,200.5,-43.54
Equity,HUM,Humana,,,9/9/2022,475.19,529.43,54.24
Equity,UDR,"UDR, Inc.",,,9/9/2022,46.1,40.93,-5.17
Equity,QCOM,Qualcomm,,,9/9/2022,129.52,115.99,-13.53
Equity,META,Meta Platforms,,,9/9/2022,169.15,240.32,71.17
Equity,USB,U.S. Bank,,,9/9/2022,45.21,33.77,-11.44
Equity,MO,Altria,,,9/9/2022,41.88,46.53,4.65
Equity,ANET,Arista Networks,,,9/9/2022,124.41,160.16,35.75
Equity,DD,DuPont,,,9/9/2022,57.26,69.03,11.77
Equity,KMB,Kimberly-Clark,,,9/9/2022,123.48,143.62,20.14
Equity,ACN,Accenture,,,9/9/2022,285.92,279.28,-6.64
Equity,IDXX,Idexx Laboratories,,,9/9/2022,374.13,492.16,118.03
Equity,BR,Broadridge Financial Solutions,,,9/9/2022,169.13,144.74,-24.39
Equity,TJX,TJX Companies,,,9/9/2022,65.57,78.19,12.62
Equity,FE,FirstEnergy,,,9/9/2022,39.85,38.99,-0.86
Equity,BA,Boeing,,,9/9/2022,157.52,206.78,49.26
Equity,SPGI,S&P Global,,,9/9/2022,365.8,360.82,-4.98
Equity,EA,Electronic Arts,,,9/9/2022,128.33,127.09,-1.24
Equity,TEL,TE Connectivity,,,9/9/2022,126.73,121.22,-5.51
Equity,SBAC,SBA Communications,,,9/9/2022,326.33,258.89,-67.44
Equity,DFS,Discover Financial,,,9/9/2022,99.9,101.95,2.05
Equity,ALGN,Align Technology,,,9/9/2022,263.11,325.3,62.19
Equity,PSA,Public Storage,,,9/9/2022,328.0,291.76,-36.24
Equity,REGN,Regeneron,,,9/9/2022,724.32,801.79,77.47
Equity,ETSY,Etsy,,,9/9/2022,110.42,101.03,-9.39
Equity,WMT,Walmart,,,9/9/2022,134.78,149.87,15.09
Equity,DAL,Delta Air Lines,,,9/9/2022,32.59,34.24,1.65
Equity,MNST,Monster Beverage,,,9/9/2022,46.22,56.0,9.78
Equity,PWR,Quanta Services,,,9/9/2022,146.46,169.57,23.11
Equity,ETR,Entergy,,,9/9/2022,116.36,106.5,-9.86
Equity,KR,Kroger,,,9/9/2022,50.79,48.09,-2.7
Equity,IEX,IDEX Corporation,,,9/9/2022,207.62,205.08,-2.54
Equity,ZTS,Zoetis,,,9/9/2022,162.87,175.39,12.52
Equity,BG,Bunge Limited,,,9/9/2022,94.45,92.39,-2.06
Equity,SRE,Sempra Energy,,,9/9/2022,81.71,76.47,-5.24
Equity,ACGL,Arch Capital Group,,,9/9/2022,46.52,75.07,28.55
Equity,TGT,Target Corporation,,,9/9/2022,168.89,155.36,-13.53
Equity,ADSK,Autodesk,,,9/9/2022,211.68,194.79,-16.89
Equity,EPAM,EPAM Systems,,,9/9/2022,432.44,282.44,-150.0
Equity,TAP,Molson Coors Beverage Company,,,9/9/2022,51.07,51.83,0.76
Equity,VRSN,Verisign,,,9/9/2022,190.56,218.05,27.49
Equity,TDY,Teledyne Technologies,,,9/9/2022,387.65,424.26,36.61
Equity,ADI,Analog Devices,,,9/9/2022,152.06,169.86,17.8
Equity,MA,Mastercard,,,9/9/2022,333.76,369.49,35.73
Equity,WMB,Williams Companies,,,9/9/2022,31.42,31.31,-0.11
Equity,VFC,VF Corporation,,,9/9/2022,41.41,30.09,-11.32
Equity,VZ,Verizon,,,9/9/2022,39.53,40.18,0.65
Equity,NDSN,Nordson Corporation,,,9/9/2022,231.63,241.21,9.58
Equity,KR,Kroger,,,9/9/2022,50.79,43.88,-6.91
Equity,O,Realty Income,,,9/9/2022,63.87,66.16,2.29
Equity,NTAP,NetApp,,,9/9/2022,70.3,65.28,-5.02
Equity,NUE,Nucor,,,9/9/2022,141.41,167.91,26.5
Equity,MOS,Mosaic Company (The),,,9/9/2022,55.24,48.8,-6.44
Equity,BAC,Bank of America,,,9/9/2022,34.24,34.97,0.73
Equity,DOV,Dover Corporation,,,9/9/2022,128.09,150.76,22.67
Equity,GD,General Dynamics,,,9/9/2022,226.38,230.3,3.92
Equity,FOXA,Fox Corporation (Class A),,,9/9/2022,34.28,33.7,-0.58
Equity,ADSK,Autodesk,,,9/9/2022,211.68,215.16,3.48
Equity,BXP,Boston Properties,,,9/9/2022,80.5,71.9,-8.6
Equity,GPN,Global Payments,,,9/9/2022,131.38,112.16,-19.22
Equity,AES,AES Corporation,,,9/9/2022,26.7,27.01,0.31
Equity,BLK,BlackRock,,,9/9/2022,680.73,748.25,67.52
Equity,ALL,Allstate,,,9/9/2022,123.76,126.55,2.79
Equity,TRV,Travelers Companies (The),,,9/9/2022,161.56,189.04,27.48
Equity,VRTX,Vertex Pharmaceuticals,,,9/9/2022,292.11,323.1,30.99
Equity,MAR,Marriott International,,,9/9/2022,160.67,172.8,12.13
Equity,SNA,Snap-on,,,9/9/2022,217.71,244.05,26.34
Equity,CSGP,CoStar Group,,,9/9/2022,78.42,77.9,-0.52
Equity,AON,Aon,,,9/9/2022,289.91,317.48,27.57
Equity,ABBV,AbbVie,,,9/9/2022,135.91,144.8,8.89
Equity,WHR,Whirlpool Corporation,,,9/9/2022,152.23,149.6,-2.63
Equity,DVA,DaVita Inc.,,,9/9/2022,92.62,82.39,-10.23
Equity,BMY,Bristol Myers Squibb,,,9/9/2022,67.92,71.42,3.5
Equity,VTRS,Viatris,,,9/9/2022,9.44,11.74,2.3
Equity,WM,Waste Management,,,9/9/2022,171.18,153.34,-17.84
Equity,ENPH,Enphase,,,9/9/2022,305.7,221.38,-84.32
Equity,PHM,PulteGroup,,,9/9/2022,41.26,56.6,15.34
Equity,MSCI,MSCI,,,9/9/2022,486.11,527.39,41.28
Equity,GNRC,Generac,,,9/9/2022,238.0,120.6,-117.4
Equity,TFX,Teleflex,,,9/9/2022,240.73,242.37,1.64
Equity,NVDA,Nvidia,,,9/9/2022,143.79,195.32,51.53
Equity,SO,Southern Company,,,9/9/2022,76.35,65.67,-10.68
Equity,TDG,TransDigm Group,,,9/9/2022,619.92,717.75,97.83
Equity,MCHP,Microchip Technology,,,9/9/2022,65.72,76.52,10.8
Equity,BALL,Ball Corporation,,,9/9/2022,58.68,57.81,-0.87
Equity,NI,NiSource,,,9/9/2022,29.37,27.01,-2.36
Equity,AVB,AvalonBay Communities,,,9/9/2022,206.55,174.08,-32.47
Equity,MPC,Marathon Petroleum,,,9/9/2022,97.64,126.26,28.62
Equity,FIS,FIS,,,9/9/2022,88.78,73.72,-15.06
Equity,TEL,TE Connectivity,,,9/9/2022,126.73,125.43,-1.3
Equity,CAT,Caterpillar Inc.,,,9/9/2022,185.4,249.69,64.29
Equity,FICO,Fair Isaac,,,9/9/2022,451.77,478.84,27.07
Equity,CI,Cigna,,,9/9/2022,289.23,319.08,29.85
Equity,DFS,Discover Financial,,,9/9/2022,99.9,101.79,1.89
Equity,NFLX,Netflix,,,9/9/2022,233.57,291.88,58.31
Equity,PRU,Prudential Financial,,,9/9/2022,93.46,99.82,6.36
Equity,HIG,Hartford (The),,,9/9/2022,65.87,71.17,5.3
Equity,RF,Regions Financial Corporation,,,9/9/2022,21.55,21.3,-0.25
Equity,PFE,Pfizer,,,9/9/2022,45.99,44.75,-1.24
Equity,SO,Southern Company,,,9/9/2022,76.35,62.87,-13.48
Equity,TMO,Thermo Fisher Scientific,,,9/9/2022,568.05,513.03,-55.02
Equity,ON,ON Semiconductor,,,9/9/2022,71.67,61.43,-10.24
Equity,WHR,Whirlpool Corporation,,,9/9/2022,152.23,131.36,-20.87
Equity,K,Kellogg's,,,9/9/2022,70.22,74.86,4.64
Equity,A,Agilent Technologies,,,9/9/2022,136.7,137.66,0.96
Equity,LYB,LyondellBasell,,,9/9/2022,79.79,72.51,-7.28
Equity,CLX,Clorox,,,9/9/2022,143.58,142.75,-0.83
Equity,CNC,Centene Corporation,,,9/9/2022,91.99,85.13,-6.86
Equity,ATO,Atmos Energy,,,9/9/2022,115.13,103.88,-11.25
Equity,LUV,Southwest Airlines,,,9/9/2022,37.77,35.78,-1.99
Equity,ZTS,Zoetis,,,9/9/2022,162.87,149.77,-13.1
Equity,PGR,Progressive Corporation,,,9/9/2022,128.29,128.12,-0.17
Equity,CHTR,Charter Communications,,,9/9/2022,405.91,367.62,-38.29
Equity,NTAP,NetApp,,,9/9/2022,70.3,67.72,-2.58
Equity,FTNT,Fortinet,,,9/9/2022,53.59,57.16,3.57
Equity,MSFT,Microsoft,,,9/9/2022,261.93,229.91,-32.02
Equity,MO,Altria,,,9/9/2022,41.88,43.48,1.6
Equity,NVDA,Nvidia,,,9/9/2022,143.79,134.9,-8.89
Equity,FFIV,"F5, Inc.",,,9/9/2022,160.2,142.91,-17.29
Equity,IDXX,Idexx Laboratories,,,9/9/2022,374.13,359.68,-14.45
Equity,INTC,Intel,,,9/9/2022,30.43,27.5,-2.93
Equity,SYK,Stryker Corporation,,,9/9/2022,227.33,227.34,0.01
Equity,VLO,Valero Energy,,,9/9/2022,109.81,121.67,11.86
Equity,NOC,Northrop Grumman,,,9/9/2022,483.8,540.5,56.7
Equity,DHI,D.R. Horton,,,9/9/2022,72.62,76.13,3.51
Equity,ANSS,Ansys,,,9/9/2022,258.8,221.16,-37.64
Equity,TJX,TJX Companies,,,9/9/2022,65.57,70.96,5.39
Equity,EMR,Emerson Electric,,,9/9/2022,82.75,84.59,1.84
Equity,MLM,Martin Marietta Materials,,,9/9/2022,354.41,334.2,-20.21
Equity,DHR,Danaher Corporation,,,9/9/2022,289.22,250.86,-38.36
Equity,EA,Electronic Arts,,,9/9/2022,128.33,125.37,-2.96
Equity,SBUX,Starbucks,,,9/9/2022,86.85,84.79,-2.06
Equity,MRNA,Moderna,,,9/9/2022,142.28,150.33,8.05
Equity,TROW,T. Rowe Price,,,9/9/2022,119.15,102.75,-16.4
Equity,AMP,Ameriprise Financial,,,9/9/2022,281.99,304.14,22.15
Equity,ATVI,Activision Blizzard,,,9/9/2022,77.67,72.02,-5.65
Equity,JPM,JPMorgan Chase,,,9/9/2022,115.54,123.14,7.6
Equity,WY,Weyerhaeuser,,,9/9/2022,33.11,29.58,-3.53
Equity,GWW,W. W. Grainger,,,9/9/2022,566.52,578.0,11.48
Equity,LDOS,Leidos,,,9/9/2022,94.22,100.42,6.2
Equity,PTC,PTC,,,9/9/2022,119.97,117.83,-2.14
Equity,JNJ,Johnson & Johnson,,,9/9/2022,161.08,169.11,8.03
Equity,PEG,Public Service Enterprise Group,,,9/9/2022,66.13,54.53,-11.6
Equity,RTX,RTX Corporation,,,9/9/2022,85.92,92.53,6.61
Equity,TTWO,Take-Two Interactive,,,9/9/2022,127.78,118.48,-9.3
Equity,AJG,Arthur J. Gallagher & Co.,,,9/9/2022,186.87,185.54,-1.33
Equity,BG,Bunge Limited,,,9/9/2022,94.45,96.21,1.76
Equity,PH,Parker Hannifin,,,9/9/2022,274.38,285.82,11.44
Equity,KLAC,KLA Corporation,,,9/9/2022,354.09,312.41,-41.68
Equity,DOW,Dow Inc.,,,9/9/2022,48.51,44.89,-3.62
Equity,CPRT,Copart,,,9/9/2022,29.03,28.76,-0.27
Equity,CCL,Carnival,,,9/9/2022,10.4,9.06,-1.34
Equity,AEP,American Electric Power,,,9/9/2022,100.81,84.65,-16.16
Equity,HCA,HCA Healthcare,,,9/9/2022,217.61,215.99,-1.62
Equity,QRVO,Qorvo,,,9/9/2022,93.53,86.08,-7.45
Equity,MCK,McKesson,,,9/9/2022,364.62,387.68,23.06
Equity,CRL,Charles River Laboratories,,,9/9/2022,218.24,212.25,-5.99
Equity,IQV,IQVIA,,,9/9/2022,223.17,209.67,-13.5
Equity,HRL,SEC-Hormel Foods,,,9/9/2022,45.68,44.66,-1.02
Equity,CTSH,SEC-Cognizant,,,9/9/2022,64.36,56.44,-7.92
Equity,MRNA,SEC-Moderna,,,9/9/2022,142.28,179.62,37.34
Equity,PANW,SEC-Palo Alto Networks,,,9/9/2022,188.26,139.54,-48.72
Equity,LVS,SEC-Las Vegas Sands,,,9/9/2022,38.04,47.9,9.86
Equity,CB,SEC-Chubb Limited,,,9/9/2022,191.69,218.62,26.93
Equity,AAP,SEC-Advance Auto Parts,,,9/9/2022,174.38,144.7,-29.68
Equity,ROL,"SEC-Rollins, Inc.",,,9/9/2022,35.65,36.18,0.53
Equity,DD,SEC-DuPont,,,9/9/2022,57.26,67.62,10.36
Equity,DGX,SEC-Quest Diagnostics,,,9/9/2022,127.43,154.18,26.75
Equity,TFX,SEC-Teleflex,,,9/9/2022,240.73,248.55,7.82
Equity,MGM,SEC-MGM Resorts,,,9/9/2022,35.06,33.53,-1.53
Equity,IPG,SEC-Interpublic Group of Companies (The),,,9/9/2022,27.84,32.76,4.92
Equity,STX,SEC-Seagate Technology,,,9/9/2022,65.62,51.43,-14.19
Equity,CPT,SEC-Camden Property Trust,,,9/9/2022,130.2,109.76,-20.44
Equity,HPE,SEC-Hewlett Packard Enterprise,,,9/9/2022,13.12,15.71,2.59
Equity,NTRS,SEC-Northern Trust,,,9/9/2022,96.49,86.91,-9.58
Equity,NTAP,SEC-NetApp,,,9/9/2022,70.3,58.72,-11.58
Equity,KR,SEC-Kroger,,,9/9/2022,50.79,43.83,-6.96
Equity,VTRS,SEC-Viatris,,,9/9/2022,9.44,10.75,1.31
Equity,CFG,SEC-Citizens Financial Group,,,9/9/2022,36.53,37.92,1.39
Equity,ADBE,SEC-Adobe Inc.,,,9/9/2022,394.78,336.53,-58.25
Equity,CHTR,SEC-Charter Communications,,,9/9/2022,405.91,339.1,-66.81
Equity,ATO,SEC-Atmos Energy,,,9/9/2022,115.13,109.95,-5.18
Equity,AMT,SEC-American Tower,,,9/9/2022,253.8,208.59,-45.21
Equity,REG,SEC-Regency Centers,,,9/9/2022,59.7,61.15,1.45
Equity,PHM,SEC-PulteGroup,,,9/9/2022,41.26,45.3,4.04
Equity,WMT,SEC-Walmart,,,9/9/2022,134.78,140.18,5.4
Equity,SPG,SEC-Simon Property Group,,,9/9/2022,99.04,113.85,14.81
Equity,RJF,SEC-Raymond James,,,9/9/2022,106.7,105.93,-0.77
Equity,RTX,SEC-RTX Corporation,,,9/9/2022,85.92,99.06,13.14
Equity,META,SEC-Meta Platforms,,,9/9/2022,169.15,120.34,-48.81
Equity,AJG,SEC-Arthur J. Gallagher & Co.,,,9/9/2022,186.87,187.47,0.6
Equity,NEM,SEC-Newmont,,,9/9/2022,41.85,46.29,4.44
Equity,LYV,SEC-Live Nation Entertainment,,,9/9/2022,93.12,69.74,-23.38
Equity,AOS,SEC-A. O. Smith,,,9/9/2022,54.98,56.23,1.25
Equity,ABC,SEC-AmerisourceBergen,,,9/9/2022,145.57,164.3,18.73
Equity,PFE,SEC-Pfizer,,,9/9/2022,45.99,49.68,3.69
Equity,TRV,SEC-Travelers Companies (The),,,9/9/2022,161.56,185.45,23.89
Equity,LH,SEC-LabCorp,,,9/9/2022,201.88,200.16,-1.72
Equity,PNW,SEC-Pinnacle West,,,9/9/2022,73.59,73.57,-0.02
Equity,KMI,SEC-Kinder Morgan,,,9/9/2022,17.19,17.24,0.05
Equity,PRU,SEC-Prudential Financial,,,9/9/2022,93.46,95.45,1.99
Equity,LIN,SEC-Linde plc,,,9/9/2022,283.94,323.79,39.85
Equity,ALGN,SEC-Align Technology,,,9/9/2022,263.11,210.9,-52.21
Equity,WHR,SEC-Whirlpool Corporation,,,9/9/2022,152.23,136.01,-16.22
Equity,TAP,Molson Coors Beverage Company,,,9/9/2022,51.07,50.78,-0.29
Equity,VRSN,Verisign,,,9/9/2022,190.56,205.44,14.88
Equity,TDY,Teledyne Technologies,,,9/9/2022,387.65,399.91,12.26
Equity,ADI,Analog Devices,,,9/9/2022,152.06,162.49,10.43
Equity,MA,Mastercard,,,9/9/2022,333.76,346.12,12.36
Equity,WMB,Williams Companies,,,9/9/2022,31.42,31.95,0.53
Equity,VFC,VF Corporation,,,9/9/2022,41.41,26.85,-14.56
Equity,VZ,Verizon,,,9/9/2022,39.53,37.49,-2.04
Equity,NDSN,Nordson Corporation,,,9/9/2022,231.63,235.68,4.05
Equity,KR,Kroger,,,9/9/2022,50.79,43.83,-6.96
Equity,O,Realty Income,,,9/9/2022,63.87,61.64,-2.23
Equity,NTAP,NetApp,,,9/9/2022,70.3,58.72,-11.58
Equity,NUE,Nucor,,,9/9/2022,141.41,130.95,-10.46
Equity,MOS,Mosaic Company (The),,,9/9/2022,55.24,43.22,-12.02
Equity,BAC,Bank of America,,,9/9/2022,34.24,32.65,-1.59
Equity,DOV,Dover Corporation,,,9/9/2022,128.09,134.45,6.36
Equity,GD,General Dynamics,,,9/9/2022,226.38,243.86,17.48
Equity,FOXA,Fox Corporation (Class A),,,9/9/2022,34.28,30.16,-4.12
Equity,ADSK,Autodesk,,,9/9/2022,211.68,186.87,-24.81
Equity,BXP,Boston Properties,,,9/9/2022,80.5,65.19,-15.31
Equity,GPN,Global Payments,,,9/9/2022,131.38,98.82,-32.56
Equity,AES,AES Corporation,,,9/9/2022,26.7,28.16,1.46
Equity,BLK,BlackRock,,,9/9/2022,680.73,698.4,17.67
Equity,ALL,Allstate,,,9/9/2022,123.76,133.58,9.82
Equity,TRV,Travelers Companies (The),,,9/9/2022,161.56,185.45,23.89
Equity,VRTX,Vertex Pharmaceuticals,,,9/9/2022,292.11,288.78,-3.33
Equity,MAR,Marriott International,,,9/9/2022,160.67,147.71,-12.96
Equity,SNA,Snap-on,,,9/9/2022,217.71,224.19,6.48
Equity,CSGP,CoStar Group,,,9/9/2022,78.42,77.28,-1.14
Equity,AON,Aon,,,9/9/2022,289.91,298.48,8.57
Equity,ABBV,AbbVie,,,9/9/2022,135.91,156.89,20.98
Equity,WHR,Whirlpool Corporation,,,9/9/2022,152.23,136.01,-16.22
Equity,DVA,DaVita Inc.,,,9/9/2022,92.62,74.67,-17.95
Equity,BMY,Bristol Myers Squibb,,,9/9/2022,67.92,70.18,2.26
Equity,VTRS,Viatris,,,9/9/2022,9.44,10.75,1.31
Equity,WM,Waste Management,,,9/9/2022,171.18,155.47,-15.71
Equity,ENPH,Enphase,,,9/9/2022,305.7,264.96,-40.74
Equity,PHM,PulteGroup,,,9/9/2022,41.26,45.3,4.04
Equity,MSCI,MSCI,,,9/9/2022,486.11,461.52,-24.59
Equity,GNRC,Generac,,,9/9/2022,238.0,100.66,-137.34
Equity,TFX,Teleflex,,,9/9/2022,240.73,248.55,7.82
Equity,NVDA,Nvidia,,,9/9/2022,143.79,146.1,2.31
Equity,SO,Southern Company,,,9/9/2022,76.35,69.29,-7.06
Equity,TDG,TransDigm Group,,,9/9/2022,619.92,629.65,9.73
Equity,MCHP,Microchip Technology,,,9/9/2022,65.72,69.25,3.53
Equity,BALL,Ball Corporation,,,9/9/2022,58.68,50.76,-7.92
Equity,NI,NiSource,,,9/9/2022,29.37,26.69,-2.68
Equity,AVB,AvalonBay Communities,,,9/9/2022,206.55,158.46,-48.09
Equity,MPC,Marathon Petroleum,,,9/9/2022,97.64,114.35,16.71
Equity,FIS,FIS,,,9/9/2022,88.78,66.65,-22.13
Equity,TEL,TE Connectivity,,,9/9/2022,126.73,113.25,-13.48
Equity,CAT,Caterpillar Inc.,,,9/9/2022,185.4,235.96,50.56
Equity,POOL,X_Pool Corporation,,,9/9/2022,351.64,315.33,-36.31
Equity,WHR,X_Whirlpool Corporation,,,9/9/2022,152.23,127.62,-24.61
Equity,AVGO,X_Broadcom Inc.,,,9/9/2022,507.39,803.68,296.29
Equity,NVR,"X_NVR, Inc.",,,9/9/2022,4263.82,5554.22,1290.4
Equity,MA,X_Mastercard,,,9/9/2022,333.76,364.49,30.73
Equity,RJF,X_Raymond James,,,9/9/2022,106.7,89.98,-16.72
Equity,O,X_Realty Income,,,9/9/2022,63.87,58.94,-4.93
Equity,J,X_Jacobs Solutions,,,9/9/2022,123.97,109.38,-14.59
Equity,SPG,X_Simon Property Group,,,9/9/2022,99.04,103.42,4.38
Equity,VLO,X_Valero Energy,,,9/9/2022,109.81,106.19,-3.62
Equity,COST,X_Costco,,,9/9/2022,532.56,510.6,-21.96
Equity,K,X_Kellogg's,,,9/9/2022,70.22,66.77,-3.45
Equity,ANET,X_Arista Networks,,,9/9/2022,124.41,166.34,41.93
Equity,GRMN,X_Garmin,,,9/9/2022,88.12,102.44,14.32
Equity,MTB,X_M&T Bank,,,9/9/2022,182.78,119.16,-63.62
Equity,CMG,X_Chipotle Mexican Grill,,,9/9/2022,1723.32,2076.49,353.17
Equity,WRB,X_Berkley,,,9/9/2022,66.74,55.58,-11.16
Equity,VTRS,X_Viatris,,,9/9/2022,9.44,9.05,-0.39
Equity,MCO,X_Moody's Corporation,,,9/9/2022,296.61,316.14,19.53
Equity,KMI,X_Kinder Morgan,,,9/9/2022,17.19,15.85,-1.34
Equity,ALLE,X_Allegion,,,9/9/2022,98.03,104.34,6.31
Equity,PPL,X_PPL Corporation,,,9/9/2022,29.09,25.97,-3.12
Equity,CFG,X_Citizens Financial Group,,,9/9/2022,36.53,25.44,-11.09
Equity,ABBV,X_AbbVie,,,9/9/2022,135.91,136.45,0.54
Equity,MAS,X_Masco,,,9/9/2022,51.14,48.09,-3.05
Equity,FOX,X_Fox Corporation (Class B),,,9/9/2022,31.73,29.21,-2.52
Equity,CSX,X_CSX,,,9/9/2022,32.3,30.67,-1.63
Equity,MKC,X_McCormick & Company,,,9/9/2022,78.39,85.34,6.95
Equity,QRVO,X_Qorvo,,,9/9/2022,93.53,97.26,3.73
Equity,HST,X_Host Hotels & Resorts,,,9/9/2022,17.67,16.45,-1.22
Equity,CDAY,X_Ceridian,,,9/9/2022,63.57,61.85,-1.72
Equity,SEE,X_Sealed Air,,,9/9/2022,54.6,37.66,-16.94
Equity,MNST,X_Monster Beverage,,,9/9/2022,46.22,58.62,12.4
Equity,LNC,X_Lincoln Financial,,,9/9/2022,47.72,20.55,-27.17
Equity,LOW,X_Lowe's,,,9/9/2022,201.53,200.18,-1.35
Equity,WAB,X_Wabtec,,,9/9/2022,90.64,92.49,1.85
Equity,EXPE,X_Expedia Group,,,9/9/2022,109.17,95.71,-13.46
Equity,SHW,X_Sherwin-Williams,,,9/9/2022,237.94,227.28,-10.66
Equity,GPC,X_Genuine Parts Company,,,9/9/2022,160.07,147.98,-12.09
Equity,HWM,X_Howmet Aerospace,,,9/9/2022,36.27,42.71,6.44
Equity,VRSN,X_Verisign,,,9/9/2022,190.56,223.32,32.76
Equity,TGT,X_Target Corporation,,,9/9/2022,168.89,129.82,-39.07
Equity,HON,X_Honeywell,,,9/9/2022,187.73,190.56,2.83
Equity,DHI,X_D.R. Horton,,,9/9/2022,72.62,106.62,34.0
Equity,LHX,X_L3Harris,,,9/9/2022,232.14,174.78,-57.36
Equity,SJM,X_J.M. Smucker Company (The),,,9/9/2022,135.65,145.51,9.86
Equity,CMS,X_CMS Energy,,,9/9/2022,67.63,57.51,-10.12
